hop,date,match_date,from,to,tournament,round,score,result,source,corrob,year,same_day,source_disagree,non_played,early_era
145,19720122,1972-01-22,Clark Graebner,Cliff Richey,London Indoor,F,7-5 6-7 7-5 6-0,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
146,19720206,1972-02-06,Cliff Richey,Haroon Rahim,Des Moines,QF,7-6 6-5,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
147,19720206,1972-02-06,Haroon Rahim,Georges Goven,Des Moines,SF,0-6 7-6 6-1,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
148,19720206,1972-02-06,Georges Goven,Richard Gonzalez,Des Moines,F,3-6 4-6 6-3 6-4 6-2,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
149,19720214,1972-02-14,Richard Gonzalez,Thomaz Koch,Los Angeles,QF,6-1 6-4,PLAYED,backbone,S+UTS,1972,FALSE,TRUE,FALSE,TRUE
150,19720214,1972-02-14,Thomaz Koch,Pierre Barthes,Los Angeles,SF,7-6 6-3,PLAYED,backbone,S+UTS,1972,FALSE,TRUE,FALSE,TRUE
151,19720214,1972-02-14,Pierre Barthes,Andres Gimeno,Los Angeles,F,6-3 2-6 6-2,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
152,19720220,1972-02-20,Andres Gimeno,Haroon Rahim,Salisbury,R32,6-0 6-4,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
153,19720220,1972-02-20,Haroon Rahim,Stan Smith,Salisbury,SF,6-3 6-3 6-3,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
154,19720327,1972-03-27,Stan Smith,Clark Graebner,San Juan,RR,6-1 7-6,PLAYED,backbone,S+TML+UTS,1972,FALSE,TRUE,FALSE,TRUE
155,19720327,1972-03-27,Clark Graebner,Erik Van Dillen,San Juan,RR,7-5 3-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1972,TRUE,FALSE,FALSE,TRUE
156,19720327,1972-03-27,Erik Van Dillen,Stan Smith,San Juan,RR,6-3 7-6,PLAYED,backbone,S+TML+DH+UTS,1972,TRUE,FALSE,FALSE,TRUE
157,19720416,1972-04-16,Stan Smith,Adriano Panatta,Madrid,R16,7-6 7-6,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
158,19720416,1972-04-16,Adriano Panatta,Frantisek Pala,Madrid,QF,6-3 6-7 6-1,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
159,19720416,1972-04-16,Frantisek Pala,Ilie Nastase,Madrid,F,6-0 6-0 6-1,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
160,19720424,1972-04-24,Ilie Nastase,Jan Kodes,Rome,SF,6-4 1-6 6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
161,19720424,1972-04-24,Jan Kodes,Manuel Orantes,Rome,F,4-6 6-1 7-5 6-2,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
162,19720522,1972-05-22,Manuel Orantes,Patrick Proisy,Roland Garros,SF,6-3 7-5 6-2,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
163,19720522,1972-05-22,Patrick Proisy,Andres Gimeno,Roland Garros,F,4-6 6-3 6-1 6-1,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
164,19720626,1972-06-26,Andres Gimeno,Onny Parun,Wimbledon,R64,6-4 8-6 6-8 8-9 6-4,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
165,19720626,1972-06-26,Onny Parun,Jan Kodes,Wimbledon,QF,6-2 6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
166,19720626,1972-06-26,Jan Kodes,Stan Smith,Wimbledon,SF,3-6 6-4 6-1 7-5,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
167,19720830,1972-08-30,Stan Smith,Arthur Ashe,US Open,QF,7-6 6-4 7-5,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
168,19720830,1972-08-30,Arthur Ashe,Ilie Nastase,US Open,F,3-6 6-3 6-7 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
169,19720918,1972-09-18,Ilie Nastase,Roscoe Tanner,Los Angeles WCT,R16,5-7 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
170,19720918,1972-09-18,Roscoe Tanner,Stan Smith,Los Angeles WCT,F,6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
171,19721023,1972-10-23,Stan Smith,Manuel Orantes,Barcelona,SF,9-7 7-9 7-5 6-1,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
172,19721023,1972-10-23,Manuel Orantes,Jan Kodes,Barcelona,F,6-3 6-2 6-3,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
173,19721030,1972-10-30,Jan Kodes,Stan Smith,Paris Indoor,SF,6-2 6-4 6-1,PLAYED,backbone,S+TML+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
174,19721118,1972-11-18,Stan Smith,Onny Parun,London,R16,6-4 6-3,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
175,19721118,1972-11-18,Onny Parun,Tom Gorman,London,SF,6-4 6-4,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
176,19721118,1972-11-18,Tom Gorman,Ilie Nastase,London,F,6-4 6-3,PLAYED,backbone,S+DH+UTS,1972,FALSE,FALSE,FALSE,TRUE
177,19730116,1973-01-16,Ilie Nastase,Ove Bengtson,Jacksonville,R16,7-6 7-5,PLAYED,backbone,S,1973,FALSE,TRUE,FALSE,TRUE
178,19730116,1973-01-16,Ove Bengtson,Jaime Fillol,Jacksonville,QF,7-6 6-2,PLAYED,backbone,S,1973,FALSE,TRUE,FALSE,TRUE
179,19730116,1973-01-16,Jaime Fillol,Jimmy Connors,Jacksonville,SF,7-5 7-5,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
180,19730124,1973-01-24,Jimmy Connors,Ilie Nastase,Omaha,F,5-0 RET,RET,backbone,S+DH+UTS,1973,FALSE,FALSE,TRUE,TRUE
181,19730204,1973-02-04,Ilie Nastase,Karl Meiler,Des Moines,R16,7-6 6-3,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
182,19730204,1973-02-04,Karl Meiler,Clark Graebner,Des Moines,SF,6-0 6-2,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
183,19730219,1973-02-19,Clark Graebner,Frank Froehling,Salisbury,R16,7-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
184,19730219,1973-02-19,Frank Froehling,Jimmy Connors,Salisbury,SF,6-0 6-1 6-1,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
185,19730320,1973-03-20,Jimmy Connors,Ilie Nastase,Washington 2,F,4-6 6-4 6-2 5-7 6-2,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
186,19730506,1973-05-06,Ilie Nastase,Adriano Panatta,Bournemouth,F,6-8 7-5 6-3,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
187,19730521,1973-05-21,Adriano Panatta,Nikola Pilic,Roland Garros,SF,6-4 6-3 6-2,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
188,19730521,1973-05-21,Nikola Pilic,Ilie Nastase,Roland Garros,F,6-3 6-3 6-0,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
189,19730625,1973-06-25,Ilie Nastase,Sandy Mayer,Wimbledon,R16,6-4 8-6 6-8 6-4,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
190,19730625,1973-06-25,Sandy Mayer,Alex Metreveli,Wimbledon,SF,6-3 3-6 6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
191,19730625,1973-06-25,Alex Metreveli,Jan Kodes,Wimbledon,F,6-1 9-8 6-3,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
192,19730829,1973-08-29,Jan Kodes,John Newcombe,US Open,F,6-4 1-6 4-6 6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
193,19730910,1973-09-10,John Newcombe,Rod Laver,World Invitational Classic,SF,6-3 7-5,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
194,19731008,1973-10-08,Rod Laver,Barry Phillips Moore,Barcelona,R16,6-3 7-5,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
195,19731008,1973-10-08,Barry Phillips Moore,Jan Kodes,Barcelona,QF,7-5 2-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
196,19731008,1973-10-08,Jan Kodes,Ilie Nastase,Barcelona,SF,6-1 4-6 6-0 6-3,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
197,19731021,1973-10-21,Ilie Nastase,Tom Okker,Madrid,SF,6-4 1-6 7-5,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
198,19731029,1973-10-29,Tom Okker,Ilie Nastase,Paris Indoor,SF,7-6 6-2 7-5,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
199,19731104,1973-11-04,Ilie Nastase,Bjorn Borg,Stockholm,R16,6-2 4-6 7-5,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
200,19731104,1973-11-04,Bjorn Borg,Tom Gorman,Stockholm,F,6-3 4-6 7-6,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
201,19731117,1973-11-17,Tom Gorman,Mark Cox,London,QF,6-3 1-6 6-2,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
202,19731117,1973-11-17,Mark Cox,Tom Okker,London,SF,6-0 7-6,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
203,19731127,1973-11-27,Tom Okker,Jimmy Connors,Johannesburg,SF,6-3 6-3 4-6 6-4,PLAYED,backbone,S+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
204,19731204,1973-12-04,Jimmy Connors,Tom Okker,Masters,RR,7-5 6-3,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
205,19731204,1973-12-04,Tom Okker,Ilie Nastase,Masters,F,6-3 7-5 4-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1973,FALSE,FALSE,FALSE,TRUE
206,19740114,1974-01-14,Ilie Nastase,Cliff Richey,Lakeway,SF,6-1 6-1,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
207,19740121,1974-01-21,Cliff Richey,Alex Metreveli,Philadelphia WCT,R32,7-6(3) 6-4,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
208,19740121,1974-01-21,Alex Metreveli,Arthur Ashe,Philadelphia WCT,R16,6-2 7-6(3),PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
209,19740121,1974-01-21,Arthur Ashe,Rod Laver,Philadelphia WCT,F,6-1 6-4 3-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
210,19740211,1974-02-11,Rod Laver,Roger Taylor,Bologna WCT,QF,7-5 6-1,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
211,19740211,1974-02-11,Roger Taylor,Arthur Ashe,Bologna WCT,SF,6-0 4-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
212,19740218,1974-02-18,Arthur Ashe,Bjorn Borg,London WCT,QF,6-4 7-6(3),PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
213,19740303,1974-03-03,Bjorn Borg,Arthur Ashe,Barcelona WCT,F,6-4 3-6 6-3,PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
214,19740307,1974-03-07,Arthur Ashe,John Newcombe,Hartford,RR,6-2 5-7 6-4,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
215,19740331,1974-03-31,John Newcombe,Dick Stockton,Atlanta WCT,QF,7-6(4) 6-4,PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
216,19740407,1974-04-07,Dick Stockton,Bob Lutz,New Orleans WCT,R32,7-6 6-1,PLAYED,backbone,S,1974,FALSE,TRUE,FALSE,TRUE
217,19740407,1974-04-07,Bob Lutz,John Newcombe,New Orleans WCT,QF,6-4 7-5,PLAYED,backbone,S,1974,FALSE,TRUE,FALSE,TRUE
218,19740415,1974-04-15,John Newcombe,Jeff Borowiak,Charlotte,QF,6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
219,19740422,1974-04-22,Jeff Borowiak,Dick Crealy,St. Louis,R32,6-1 7-6(6),PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
220,19740422,1974-04-22,Dick Crealy,Stan Smith,St. Louis,SF,6-2 6-7(2) 7-6(3),PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
221,19740508,1974-05-08,Stan Smith,John Newcombe,Dallas WCT,SF,6-1 3-6 7-6(3) 6-2,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
222,19740513,1974-05-13,John Newcombe,Marty Riessen,Las Vegas,SF,7-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
223,19740513,1974-05-13,Marty Riessen,Rod Laver,Las Vegas,F,6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
224,19741029,1974-10-29,Rod Laver,Ilie Nastase,World Invitational Classic,SF,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
225,19741116,1974-11-16,Ilie Nastase,Brian Gottfried,London,R32,6-2 6-4,PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
226,19741116,1974-11-16,Brian Gottfried,Jimmy Connors,London,F,6-2 7-6,PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
227,19741221,1974-12-21,Jimmy Connors,John Newcombe,Australian Open,F,7-5 3-6 6-4 7-6,PLAYED,backbone,S+DH+UTS,1974,FALSE,FALSE,FALSE,TRUE
228,19750306,1975-03-06,John Newcombe,Dick Stockton,Hartford,RR,4-6 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
229,19750306,1975-03-06,Dick Stockton,Rod Laver,Hartford,RR,5-7 6-4 7-6,PLAYED,backbone,S+TML+DH+UTS,1975,TRUE,FALSE,FALSE,TRUE
230,19750331,1975-03-31,Rod Laver,Ilie Nastase,Tuscon,QF,6-3 3-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
231,19750331,1975-03-31,Ilie Nastase,John Alexander,Tuscon,F,7-5 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
232,19750414,1975-04-14,John Alexander,Bob Lutz,Tokyo Indoor,SF,6-3 6-4,PLAYED,backbone,S,1975,FALSE,TRUE,FALSE,TRUE
233,19750421,1975-04-21,Bob Lutz,Harold Solomon,Houston,QF,6-2 6-3,PLAYED,backbone,S,1975,FALSE,TRUE,FALSE,TRUE
234,19750421,1975-04-21,Harold Solomon,Ken Rosewall,Houston,SF,6-4 6-7(4) 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
235,19750512,1975-05-12,Ken Rosewall,Roscoe Tanner,Las Vegas,SF,6-2 7-6,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
236,19750604,1975-06-04,Roscoe Tanner,John Andrews,Roland Garros,R32,3-6 3-6 6-3 6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
237,19750604,1975-06-04,John Andrews,Adriano Panatta,Roland Garros,QF,6-4 5-7 7-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
238,19750604,1975-06-04,Adriano Panatta,Bjorn Borg,Roland Garros,SF,6-4 1-6 7-5 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
239,19750623,1975-06-23,Bjorn Borg,Arthur Ashe,Wimbledon,QF,2-6 6-4 8-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
240,19750721,1975-07-21,Arthur Ashe,Harold Solomon,Washington,QF,6-4 7-5,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
241,19750721,1975-07-21,Harold Solomon,Guillermo Vilas,Washington,F,6-1 6-3,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
242,19750804,1975-08-04,Guillermo Vilas,Manuel Orantes,Indianapolis,SF,6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
243,19750805,1975-08-05,Manuel Orantes,Jaime Fillol,Louisville,QF,7-5 6-4,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
244,19750805,1975-08-05,Jaime Fillol,Guillermo Vilas,Louisville,SF,6-2 6-2,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
245,19750818,1975-08-18,Guillermo Vilas,Bjorn Borg,Boston,F,6-3 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
246,19750827,1975-08-27,Bjorn Borg,Jimmy Connors,US Open,SF,7-5 7-5 7-5,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
247,19750827,1975-08-27,Jimmy Connors,Manuel Orantes,US Open,F,6-4 6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
248,19751005,1975-10-05,Manuel Orantes,Vladimir Zednik,Aviles,QF,6-1 3-6 6-3,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
249,19751005,1975-10-05,Vladimir Zednik,Nikola Pilic,Aviles,SF,3-6 7-6 6-3 7-6,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
250,19751012,1975-10-12,Nikola Pilic,Manuel Orantes,Madrid,R16,6-4 6-3,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
251,19751012,1975-10-12,Manuel Orantes,Jaime Fillol,Madrid,QF,6-4 6-0,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
252,19751012,1975-10-12,Jaime Fillol,Jan Kodes,Madrid,SF,5-7 2-6 7-6 6-2 6-3,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
253,19751013,1975-10-13,Jan Kodes,Bjorn Borg,Barcelona,QF,6-1 2-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
254,19751020,1975-10-20,Bjorn Borg,Ilie Nastase,World Invitational Classic,SF,6-3 5-7 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
255,19751027,1975-10-27,Ilie Nastase,Arthur Ashe,Paris Indoor,SF,2-6 6-7 6-3 6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
256,19751027,1975-10-27,Arthur Ashe,Tom Okker,Paris Indoor,F,6-3 2-6 6-3 3-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
257,19751106,1975-11-06,Tom Okker,Jimmy Connors,Stockholm,R16,6-4 6-2,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
258,19751106,1975-11-06,Jimmy Connors,Adriano Panatta,Stockholm,F,6-4 6-3,PLAYED,backbone,S+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
259,19751110,1975-11-10,Adriano Panatta,Guillermo Vilas,Buenos Aires,F,6-1 6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
260,19751130,1975-11-30,Guillermo Vilas,Ilie Nastase,Masters,SF,6-0 6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1975,FALSE,FALSE,FALSE,TRUE
261,19760125,1976-01-25,Ilie Nastase,Tom Gorman,Baltimore,F,7-5 6-3,PLAYED,backbone,S+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
262,19760126,1976-01-26,Tom Gorman,Dick Stockton,Philadelphia WCT,QF,7-6(2) 6-2,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
263,19760126,1976-01-26,Dick Stockton,Jimmy Connors,Philadelphia WCT,SF,3-6 7-5 6-3 6-2,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
264,19760214,1976-02-14,Jimmy Connors,Ilie Nastase,Salisbury,F,6-2 6-3 7-6,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
265,19760301,1976-03-01,Ilie Nastase,Bernard Mitton,Little Rock,QF,7-6 2-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
266,19760301,1976-03-01,Bernard Mitton,Haroon Rahim,Little Rock,SF,6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
267,19760310,1976-03-10,Haroon Rahim,Raymond Moore,Hampton,R16,7-5 6-3,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
268,19760310,1976-03-10,Raymond Moore,Ilie Nastase,Hampton,QF,6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
269,19760310,1976-03-10,Ilie Nastase,Jimmy Connors,Hampton,F,6-2 6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
270,19760316,1976-03-16,Jimmy Connors,Ilie Nastase,La Costa,F,4-6 6-0 6-1,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
271,19760330,1976-03-30,Ilie Nastase,Raul Ramirez,Caracas WCT,F,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
272,19760420,1976-04-20,Raul Ramirez,Jimmy Connors,Denver WCT,SF,6-2 7-6(3),PLAYED,backbone,S+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
273,19760621,1976-06-21,Jimmy Connors,Roscoe Tanner,Wimbledon,QF,6-4 6-2 8-6,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
274,19760621,1976-06-21,Roscoe Tanner,Bjorn Borg,Wimbledon,SF,6-4 9-8 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
275,19760901,1976-09-01,Bjorn Borg,Jimmy Connors,US Open,F,6-4 3-6 7-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
276,19760920,1976-09-20,Jimmy Connors,Brian Gottfried,Los Angeles,QF,6-6 RET,RET,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,TRUE,TRUE
277,19760927,1976-09-27,Brian Gottfried,Roscoe Tanner,San Francisco,F,4-6 7-5 6-1,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
278,19761004,1976-10-04,Roscoe Tanner,Bob Lutz,Maui,R16,7-6 6-1,PLAYED,backbone,S,1976,FALSE,TRUE,FALSE,TRUE
279,19761004,1976-10-04,Bob Lutz,Harold Solomon,Maui,F,6-3 5-7 7-5,PLAYED,backbone,S,1976,FALSE,TRUE,FALSE,TRUE
280,19761018,1976-10-18,Harold Solomon,Eddie Dibbs,Barcelona,SF,6-3 6-4 5-7 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
281,19761018,1976-10-18,Eddie Dibbs,Manuel Orantes,Barcelona,F,6-1 2-6 2-6 7-5 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
282,19761101,1976-11-01,Manuel Orantes,Raul Ramirez,London,F,6-3 6-4,PLAYED,backbone,S+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
283,19761107,1976-11-07,Raul Ramirez,Jimmy Connors,Stockholm,QF,7-6 6-1,PLAYED,backbone,S+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
284,19761107,1976-11-07,Jimmy Connors,Mark Cox,Stockholm,SF,7-6 3-6 7-6,PLAYED,backbone,S+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
285,19761115,1976-11-15,Mark Cox,Brian Gottfried,Wembley,R16,1-6 6-1 6-4,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
286,19761115,1976-11-15,Brian Gottfried,Jimmy Connors,Wembley,SF,6-3 5-7 6-2,PLAYED,backbone,S+TML+DH+UTS,1976,FALSE,FALSE,FALSE,TRUE
287,19770124,1977-01-24,Jimmy Connors,Dick Stockton,Philadelphia WCT,F,3-6 6-4 3-6 6-1 6-2,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
288,19770131,1977-01-31,Dick Stockton,Corrado Barazzutti,Richmond WCT,R16,6-4 6-2,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
289,19770131,1977-01-31,Corrado Barazzutti,Vitas Gerulaitis,Richmond WCT,SF,6-3 3-6 7-5,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
290,19770131,1977-01-31,Vitas Gerulaitis,Tom Okker,Richmond WCT,F,3-6 6-3 6-4,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
291,19770207,1977-02-07,Tom Okker,Ken Rosewall,Mexico City WCT,R16,6-4 6-0,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
292,19770207,1977-02-07,Ken Rosewall,Wojtek Fibak,Mexico City WCT,SF,7-6(5) 6-3,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
